# ofcuda_matrix cell onion n=488 nations=0 ticks=60
# engine oracle /opt/data/workspaces/skg/ofcuda_matrix/out/matrix/oracle/onion_n488_nat0_t60.dump
# spawn init    /opt/data/workspaces/skg/ofcuda_matrix/out/matrix/refs/onion_a488_nat0.init.txt
# map          /opt/data/workspaces/skg/openfront-ai/openfront/resources/maps/onion (512x512, land 210555 from BYTES)
# engine land from manifest 210555
### INIT (engine spawn output vs the CUDA spawn/init dump)
init_plane_hash 0x0544019e73d55172 engine_boundary0_hash 0x0544019e73d55172 match yes
per-player owned sets match: yes
engine boundary0 owned_total 15655, port plane owned 15655
TICK boundary 39 engine_tick 42: dev_hash 0x8f660646248b5bb0 engine_hash 0x8f660646248b5bb0 match=yes | claims 1611 | dev_claims_total 28366 | live_attacks 203 | engine_attacks 211
INIT_ATTACK at boundary 40 (engine tick 42) slot 203: owner=61 target=0 troops_bits=0x40bf31de037e6038 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 40 (engine tick 42) slot 204: owner=72 target=0 troops_bits=0x40b8df0ea21b6a22 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 40 (engine tick 42) slot 205: owner=92 target=0 troops_bits=0x40c070dd39939e6e heap_len=24 border_len=18 heap_peak=24 (device-computed)
INIT_ATTACK at boundary 40 (engine tick 42) slot 206: owner=114 target=0 troops_bits=0x40b8df0ea21b6a22 heap_len=31 border_len=23 heap_peak=31 (device-computed)
INIT_ATTACK at boundary 40 (engine tick 42) slot 207: owner=139 target=0 troops_bits=0x40c169f78b297fa0 heap_len=18 border_len=14 heap_peak=18 (device-computed)
INIT_ATTACK at boundary 40 (engine tick 42) slot 208: owner=187 target=0 troops_bits=0x40c06348edeb8edf heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 40 (engine tick 42) slot 209: owner=222 target=0 troops_bits=0x40b9b8146851b907 heap_len=18 border_len=14 heap_peak=18 (device-computed)
INIT_ATTACK at boundary 40 (engine tick 42) slot 210: owner=250 target=0 troops_bits=0x40c06348edeb8edf heap_len=32 border_len=24 heap_peak=32 (device-computed)
TROOPS boundary 40: [40/0 eng 0x4092656b270ab274 dev 0x4092656b270ab274 ok] [142/0 eng 0x409c43780df980e0 dev 0x409c43780df980e0 ok] [165/0 eng 0x409fb916d0bf6d0c dev 0x409fb916d0bf6d0c ok] [166/0 eng 0x409ef916d0bf6d0c dev 0x409ef916d0bf6d0c ok] [196/0 eng 0x40a55f26d04287a4 dev 0x40a55f26d04287a4 ok] [77/0 eng 0x4091da9bc5a7bc5c dev 0x4091da9bc5a7bc5c ok] [101/0 eng 0x4092ed6b270ab274 dev 0x4092ed6b270ab274 ok] [215/0 eng 0x4097903a886da888 dev 0x4097903a886da888 ok] [36/0 eng 0x40a62df319113190 dev 0x40a62df319113190 ok] [96/0 eng 0x4094956b270ab274 dev 0x4094956b270ab274 ok] [149/0 eng 0x40a0bdbc06fcc070 dev 0x40a0bdbc06fcc070 ok] [220/0 eng 0x40a4fc8b685fb686 dev 0x40a4fc8b685fb686 ok] [239/0 eng 0x40a22e28d0a3720e dev 0x40a22e28d0a3720e ok] [9/0 eng 0x40a0af23b7ae3b7c dev 0x40a0af23b7ae3b7c ok] [39/0 eng 0x40a9dfde2ca5fe82 dev 0x40a9dfde2ca5fe82 ok] [112/0 eng 0x409e683a886da888 dev 0x409e683a886da888 ok] [140/0 eng 0x409d05d94b3394b4 dev 0x409d05d94b3394b4 ok] [159/0 eng 0x409e3e476f5c76f8 dev 0x409e3e476f5c76f8 ok] [267/0 eng 0x409a7309e9d09ea0 dev 0x409a7309e9d09ea0 ok] [66/0 eng 0x40a2ef84f4e84f50 dev 0x40a2ef84f4e84f50 ok] [78/0 eng 0x40a3cff319113190 dev 0x40a3cff319113190 ok] [90/0 eng 0x409c1f09e9d09ea0 dev 0x409c1f09e9d09ea0 ok] [194/0 eng 0x40a6ae8b685fb686 dev 0x40a6ae8b685fb686 ok] [256/0 eng 0x409f837470c796ec dev 0x409f837470c796ec ok] [285/0 eng 0x4097896b270ab274 dev 0x4097896b270ab274 ok] [309/0 eng 0x40a10254564b4564 dev 0x40a10254564b4564 ok] [29/0 eng 0x40a3fdf319113190 dev 0x40a3fdf319113190 ok] [62/0 eng 0x40a39df319113190 dev 0x40a39df319113190 ok] [118/0 eng 0x4098a56b270ab274 dev 0x4098a56b270ab274 ok] [176/0 eng 0x409f3dd94b3394b4 dev 0x409f3dd94b3394b4 ok] [186/0 eng 0x40a0a054564b4564 dev 0x40a0a054564b4564 ok] [205/0 eng 0x4098a56b270ab274 dev 0x4098a56b270ab274 ok] [15/0 eng 0x40a773f319113190 dev 0x40a773f319113190 ok] [107/0 eng 0x40a533f319113190 dev 0x40a533f319113190 ok] [124/0 eng 0x40a46e54564b4564 dev 0x40a46e54564b4564 ok] [146/0 eng 0x4099c16b270ab274 dev 0x4099c16b270ab274 ok] [383/0 eng 0x40a9ba417ab03cfa dev 0x40a9ba417ab03cfa ok] [4/0 eng 0x409d403a886da888 dev 0x409d403a886da888 ok] [32/0 eng 0x40a5c1f319113190 dev 0x40a5c1f319113190 ok] [95/0 eng 0x40a335bc06fcc070 dev 0x40a335bc06fcc070 ok] [150/0 eng 0x40a23454564b4564 dev 0x40a23454564b4564 ok] [154/0 eng 0x40a11aeca599ca5a dev 0x40a11aeca599ca5a ok] [160/0 eng 0x40a335bc06fcc070 dev 0x40a335bc06fcc070 ok] [163/0 eng 0x40a76723b7ae3b7c dev 0x40a76723b7ae3b7c ok] [252/0 eng 0x40a34c1d4436d444 dev 0x40a34c1d4436d444 ok] [258/0 eng 0x409d403a886da888 dev 0x409d403a886da888 ok] [288/0 eng 0x409faa9bc5a7bc5c dev 0x409faa9bc5a7bc5c ok] [33/0 eng 0x40a6268b685fb686 dev 0x40a6268b685fb686 ok] [70/0 eng 0x409c596b270ab274 dev 0x409c596b270ab274 ok] [93/0 eng 0x40a220eca599ca5a dev 0x40a220eca599ca5a ok] [164/0 eng 0x4099369bc5a7bc5c dev 0x4099369bc5a7bc5c ok] [183/0 eng 0x40a70523b7ae3b7c dev 0x40a70523b7ae3b7c ok] [200/0 eng 0x40a220eca599ca5a dev 0x40a220eca599ca5a ok] [234/0 eng 0x409ed96b270ab274 dev 0x409ed96b270ab274 ok] [242/0 eng 0x40a35254564b4564 dev 0x40a35254564b4564 ok] [249/0 eng 0x40a6e254564b4564 dev 0x40a6e254564b4564 ok] [13/0 eng 0x40a7e7f319113190 dev 0x40a7e7f319113190 ok] [69/0 eng 0x409d196b270ab274 dev 0x409d196b270ab274 ok] [80/0 eng 0x40a7468b685fb686 dev 0x40a7468b685fb686 ok] [153/0 eng 0x40a5c7f319113190 dev 0x40a5c7f319113190 ok] [177/0 eng 0x40a41254564b4564 dev 0x40a41254564b4564 ok] [227/0 eng 0x40a7468b685fb686 dev 0x40a7468b685fb686 ok] [263/0 eng 0x40a01e1d4436d444 dev 0x40a01e1d4436d444 ok] [73/0 eng 0x40a5ebbc06fcc070 dev 0x40a5ebbc06fcc070 ok] [178/0 eng 0x40b023f98c8898c8 dev 0x40b023f98c8898c8 ok] [190/0 eng 0x40a8b523b7ae3b7c dev 0x40a8b523b7ae3b7c ok] [191/0 eng 0x40a9268b685fb686 dev 0x40a9268b685fb686 ok] [278/0 eng 0x40a32f84f4e84f50 dev 0x40a32f84f4e84f50 ok] [76/0 eng 0x40aba7f319113190 dev 0x40aba7f319113190 ok] [266/0 eng 0x40a3b4b59385593a dev 0x40a3b4b59385593a ok] [120/0 eng 0x40ad11f319113190 dev 0x40ad11f319113190 ok] [137/0 eng 0x409fca9bc5a7bc5c dev 0x409fca9bc5a7bc5c ok] [260/0 eng 0x40a6daeca599ca5a dev 0x40a6daeca599ca5a ok] [265/0 eng 0x40a1954de2d3de2e dev 0x40a1954de2d3de2e ok] [306/0 eng 0x40a1d6b59385593a dev 0x40a1d6b59385593a ok] [111/0 eng 0x40a60b84f4e84f50 dev 0x40a60b84f4e84f50 ok] [131/0 eng 0x40aec3f319113190 dev 0x40aec3f319113190 ok] [243/0 eng 0x40b03491dbd71dbe dev 0x40b03491dbd71dbe ok] [268/0 eng 0x40b1e3f98c8898c8 dev 0x40b1e3f98c8898c8 ok] [23/0 eng 0x40a96584f4e84f50 dev 0x40a96584f4e84f50 ok] [50/0 eng 0x40a9d054564b4564 dev 0x40a9d054564b4564 ok] [98/0 eng 0x40acf48b685fb686 dev 0x40acf48b685fb686 ok] [210/0 eng 0x40aaec28d0a3720e dev 0x40aaec28d0a3720e ok] [224/0 eng 0x40a9d054564b4564 dev 0x40a9d054564b4564 ok] [338/0 eng 0x40ae0c8b685fb686 dev 0x40ae0c8b685fb686 ok] [108/0 eng 0x40ab28eca599ca5a dev 0x40ab28eca599ca5a ok] [109/0 eng 0x40a7ff84f4e84f50 dev 0x40a7ff84f4e84f50 ok] [138/0 eng 0x40a33cb59385593a dev 0x40a33cb59385593a ok] [235/0 eng 0x40ad201406a887ac dev 0x40ad201406a887ac ok] [274/0 eng 0x40aa08eca599ca5a dev 0x40aa08eca599ca5a ok] [42/0 eng 0x40a9a01d4436d444 dev 0x40a9a01d4436d444 ok] [134/0 eng 0x40a7c984f4e84f50 dev 0x40a7c984f4e84f50 ok] [169/0 eng 0x40a59eb59385593a dev 0x40a59eb59385593a ok] [195/0 eng 0x40a37d4de2d3de2e dev 0x40a37d4de2d3de2e ok] [208/0 eng 0x40a59eb59385593a dev 0x40a59eb59385593a ok] [310/0 eng 0x40a37d4de2d3de2e dev 0x40a37d4de2d3de2e ok] [85/0 eng 0x40a8241d4436d444 dev 0x40a8241d4436d444 ok] [119/0 eng 0x40b1ec45b42fdb43 dev 0x40b1ec45b42fdb43 ok] [141/0 eng 0x40b08cde037e6038 dev 0x40b08cde037e6038 ok] [162/0 eng 0x40b03991dbd71dbe dev 0x40b03991dbd71dbe ok] [206/0 eng 0x40b1ed91dbd71dbe dev 0x40b1ed91dbd71dbe ok] [226/0 eng 0x40b03991dbd71dbe dev 0x40b03991dbd71dbe ok] [280/0 eng 0x40a692b59385593a dev 0x40a692b59385593a ok] [99/0 eng 0x40b11391dbd71dbe dev 0x40b11391dbd71dbe ok] [151/0 eng 0x40ab9984f4e84f50 dev 0x40ab9984f4e84f50 ok] [238/0 eng 0x40b06ede037e6038 dev 0x40b06ede037e6038 ok] [248/0 eng 0x40a82c7917519610 dev 0x40a82c7917519610 ok] [24/0 eng 0x40aa3c1d4436d444 dev 0x40aa3c1d4436d444 ok] [52/0 eng 0x40ab2c1d4436d444 dev 0x40ab2c1d4436d444 ok] [63/0 eng 0x40a6714de2d3de2e dev 0x40a6714de2d3de2e ok] [188/0 eng 0x40a87ab59385593a dev 0x40a87ab59385593a ok] [254/0 eng 0x40ae36eca599ca5a dev 0x40ae36eca599ca5a ok] [277/0 eng 0x40a9e2b59385593a dev 0x40a9e2b59385593a ok] [14/0 eng 0x40b1b6de037e6038 dev 0x40b1b6de037e6038 ok] [147/0 eng 0x40b27cde037e6038 dev 0x40b27cde037e6038 ok] [204/0 eng 0x40ada81d4436d444 dev 0x40ada81d4436d444 ok] [219/0 eng 0x40b3b445b42fdb43 dev 0x40b3b445b42fdb43 ok] [232/0 eng 0x40b3b445b42fdb43 dev 0x40b3b445b42fdb43 ok] [246/0 eng 0x40b59c45b42fdb43 dev 0x40b59c45b42fdb43 ok] [20/0 eng 0x40b092c27a7427a8 dev 0x40b092c27a7427a8 ok] [129/0 eng 0x40b00a0ea21b6a22 dev 0x40b00a0ea21b6a22 ok] [281/0 eng 0x40b04d733c95de0f dev 0x40b04d733c95de0f ok] [46/0 eng 0x40b49456a426cf1f dev 0x40b49456a426cf1f ok] [213/0 eng 0x40b52b91dbd71dbe dev 0x40b52b91dbd71dbe ok] [275/0 eng 0x40b39e2a2b25a2b2 dev 0x40b39e2a2b25a2b2 ok] [337/0 eng 0x40b968d02c1bb884 dev 0x40b968d02c1bb884 ok] [171/0 eng 0x40aa8b4de2d3de2e dev 0x40aa8b4de2d3de2e ok] [181/0 eng 0x40b28c7652cce52d dev 0x40b28c7652cce52d ok] [198/0 eng 0x40b53e91dbd71dbe dev 0x40b53e91dbd71dbe ok] [209/0 eng 0x40b1c47652cce52d dev 0x40b1c47652cce52d ok] [255/0 eng 0x40b1e87652cce52d dev 0x40b1e87652cce52d ok] [284/0 eng 0x40b60745b42fdb43 dev 0x40b60745b42fdb43 ok] [289/0 eng 0x40b89bf98c8898c8 dev 0x40b89bf98c8898c8 ok] [12/0 eng 0x40b21ac27a7427a8 dev 0x40b21ac27a7427a8 ok] [45/0 eng 0x40b4a8de037e6038 dev 0x40b4a8de037e6038 ok] [105/0 eng 0x40b30530be91e177 dev 0x40b30530be91e177 ok] [197/0 eng 0x40b85e45b42fdb43 dev 0x40b85e45b42fdb43 ok] [270/0 eng 0x40b789a631a7e7d9 dev 0x40b789a631a7e7d9 ok] [44/0 eng 0x40b44f2a2b25a2b2 dev 0x40b44f2a2b25a2b2 ok] [103/0 eng 0x40b44f2a2b25a2b2 dev 0x40b44f2a2b25a2b2 ok] [218/0 eng 0x40acef4de2d3de2e dev 0x40acef4de2d3de2e ok] [240/0 eng 0x40aeaa7917519610 dev 0x40aeaa7917519610 ok] [57/0 eng 0x40adcd4de2d3de2e dev 0x40adcd4de2d3de2e ok] [83/0 eng 0x40b79f91dbd71dbe dev 0x40b79f91dbd71dbe ok] [121/0 eng 0x40b49d7652cce52d dev 0x40b49d7652cce52d ok] [158/0 eng 0x40ae8d4de2d3de2e dev 0x40ae8d4de2d3de2e ok] [199/0 eng 0x40b6122a2b25a2b2 dev 0x40b6122a2b25a2b2 ok] [241/0 eng 0x40b06f5ac9c2ac9d dev 0x40b06f5ac9c2ac9d ok] [262/0 eng 0x40b79f91dbd71dbe dev 0x40b79f91dbd71dbe ok] [271/0 eng 0x40b2ee733c95de0f dev 0x40b2ee733c95de0f ok] [290/0 eng 0x40b8e045b42fdb43 dev 0x40b8e045b42fdb43 ok] [296/0 eng 0x40b1680ea21b6a22 dev 0x40b1680ea21b6a22 ok] [6/0 eng 0x40b745de037e6038 dev 0x40b745de037e6038 ok] [18/0 eng 0x40b88691dbd71dbe dev 0x40b88691dbd71dbe ok] [144/0 eng 0x40bafbf98c8898c8 dev 0x40bafbf98c8898c8 ok] [264/0 eng 0x40bb27f98c8898c8 dev 0x40bb27f98c8898c8 ok] [279/0 eng 0x40b2130ea21b6a22 dev 0x40b2130ea21b6a22 ok] [7/0 eng 0x40b2d60ea21b6a22 dev 0x40b2d60ea21b6a22 ok] [113/0 eng 0x40b030a6f169ef17 dev 0x40b030a6f169ef17 ok] [173/0 eng 0x40b3100ea21b6a22 dev 0x40b3100ea21b6a22 ok] [247/0 eng 0x40b4dd146851b907 dev 0x40b4dd146851b907 ok] [291/0 eng 0x40ba53a631a7e7d9 dev 0x40ba53a631a7e7d9 ok] [297/0 eng 0x40b2d60ea21b6a22 dev 0x40b2d60ea21b6a22 ok] [28/0 eng 0x40b2b15ac9c2ac9d dev 0x40b2b15ac9c2ac9d ok] [86/0 eng 0x40b8102a2b25a2b2 dev 0x40b8102a2b25a2b2 ok] [94/0 eng 0x40b78c2a2b25a2b2 dev 0x40b78c2a2b25a2b2 ok] [167/0 eng 0x40b64b7652cce52d dev 0x40b64b7652cce52d ok] [245/0 eng 0x40b27d5ac9c2ac9d dev 0x40b27d5ac9c2ac9d ok] [49/0 eng 0x40b57ac27a7427a8 dev 0x40b57ac27a7427a8 ok] [53/0 eng 0x40b6eb7652cce52d dev 0x40b6eb7652cce52d ok] [56/0 eng 0x40b6eb7652cce52d dev 0x40b6eb7652cce52d ok] [81/0 eng 0x40b9ccde037e6038 dev 0x40b9ccde037e6038 ok] [174/0 eng 0x40b194a6f169ef17 dev 0x40b194a6f169ef17 ok] [282/0 eng 0x40bb1991dbd71dbe dev 0x40bb1991dbd71dbe ok] [363/0 eng 0x40b416dd1c31e5bb dev 0x40b416dd1c31e5bb ok] [34/0 eng 0x40bc0d91dbd71dbe dev 0x40bc0d91dbd71dbe ok] [126/0 eng 0x40b7c77652cce52d dev 0x40b7c77652cce52d ok] [156/0 eng 0x40b92c2a2b25a2b2 dev 0x40b92c2a2b25a2b2 ok] [201/0 eng 0x40bc0d91dbd71dbe dev 0x40bc0d91dbd71dbe ok] [261/0 eng 0x40b656c27a7427a8 dev 0x40b656c27a7427a8 ok] [343/0 eng 0x40b9845d4cfcd071 dev 0x40b9845d4cfcd071 ok] [26/0 eng 0x40b88b7652cce52d dev 0x40b88b7652cce52d ok] [58/0 eng 0x40bd0191dbd71dbe dev 0x40bd0191dbd71dbe ok] [115/0 eng 0x40bd0191dbd71dbe dev 0x40bd0191dbd71dbe ok] [161/0 eng 0x40b2e2a6f169ef17 dev 0x40b2e2a6f169ef17 ok] [182/0 eng 0x40ba082a2b25a2b2 dev 0x40ba082a2b25a2b2 ok] [27/0 eng 0x40b38ca6f169ef17 dev 0x40b38ca6f169ef17 ok] [155/0 eng 0x40bf4245b42fdb44 dev 0x40bf4245b42fdb44 ok] [294/0 eng 0x40b4f55ac9c2ac9d dev 0x40b4f55ac9c2ac9d ok] [396/0 eng 0x40bb002a2b25a2b2 dev 0x40bb002a2b25a2b2 ok] [19/0 eng 0x40bea191dbd71dbe dev 0x40bea191dbd71dbe ok] [67/0 eng 0x40b88ac27a7427a8 dev 0x40b88ac27a7427a8 ok] [74/0 eng 0x40bd30de037e6038 dev 0x40bd30de037e6038 ok] [82/0 eng 0x40b8cec27a7427a8 dev 0x40b8cec27a7427a8 ok] [123/0 eng 0x40c0d37cc6444c64 dev 0x40c0d37cc6444c64 ok] [136/0 eng 0x40c0d37cc6444c64 dev 0x40c0d37cc6444c64 ok] [233/0 eng 0x40b59d5ac9c2ac9d dev 0x40b59d5ac9c2ac9d ok] [257/0 eng 0x40ba1f7652cce52d dev 0x40ba1f7652cce52d ok] [37/0 eng 0x40b4b4a6f169ef17 dev 0x40b4b4a6f169ef17 ok] [79/0 eng 0x40b94ec27a7427a8 dev 0x40b94ec27a7427a8 ok] [122/0 eng 0x40bf7191dbd71dbe dev 0x40bf7191dbd71dbe ok] [145/0 eng 0x40c16b7cc6444c64 dev 0x40c16b7cc6444c64 ok] [202/0 eng 0x40b94ec27a7427a8 dev 0x40b94ec27a7427a8 ok] [61/0 eng 0x40bec5de037e6038 dev 0x40bec5de037e6038 ok] [72/0 eng 0x40b87f0ea21b6a22 dev 0x40b87f0ea21b6a22 ok] [92/0 eng 0x40c046dd39939e6e dev 0x40c046dd39939e6e ok] [114/0 eng 0x40b8870ea21b6a22 dev 0x40b8870ea21b6a22 ok] [139/0 eng 0x40c14bf78b297fa0 dev 0x40c14bf78b297fa0 ok] [187/0 eng 0x40c02748edeb8edf dev 0x40c02748edeb8edf ok] [222/0 eng 0x40b988146851b907 dev 0x40b988146851b907 ok] [250/0 eng 0x40c02d48edeb8edf dev 0x40c02d48edeb8edf ok] [48/0 eng 0x40bc617652cce52d device: not created yet (deferred to the next transition)] [55/0 eng 0x40baccc27a7427a8 device: not created yet (deferred to the next transition)] [75/0 eng 0x40bf8ade037e6038 device: not created yet (deferred to the next transition)] [84/0 eng 0x40b7a35ac9c2ac9d device: not created yet (deferred to the next transition)] [91/0 eng 0x40baccc27a7427a8 device: not created yet (deferred to the next transition)] [175/0 eng 0x40c15a22da17eda2 device: not created yet (deferred to the next transition)] [307/0 eng 0x40c1b2316ef4e768 device: not created yet (deferred to the next transition)]
TICK boundary 40 engine_tick 43: dev_hash 0x8b2b98612c9d13ec engine_hash 0x8b2b98612c9d13ec match=yes | claims 1691 | dev_claims_total 30057 | live_attacks 211 | engine_attacks 218
INIT_ATTACK at boundary 41 (engine tick 43) slot 211: owner=48 target=0 troops_bits=0x40bc617652cce52d heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 41 (engine tick 43) slot 212: owner=55 target=0 troops_bits=0x40baccc27a7427a8 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 41 (engine tick 43) slot 213: owner=75 target=0 troops_bits=0x40bf8ade037e6038 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 41 (engine tick 43) slot 214: owner=84 target=0 troops_bits=0x40b7a35ac9c2ac9d heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 41 (engine tick 43) slot 215: owner=91 target=0 troops_bits=0x40baccc27a7427a8 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 41 (engine tick 43) slot 216: owner=175 target=0 troops_bits=0x40c15a22da17eda2 heap_len=32 border_len=24 heap_peak=32 (device-computed)
INIT_ATTACK at boundary 41 (engine tick 43) slot 217: owner=307 target=0 troops_bits=0x40c1b2316ef4e768 heap_len=16 border_len=12 heap_peak=16 (device-computed)
